index,category,filename,start_second,end_second,,duration,,,glass,gun,scream
2,2, glass/0007.wav,10.157031,11.312,,1.154969,,,,,
3,2, glass/0014.wav,16.917344,22.367313,,5.449969,,,,,
7,2, glass/0038.wav,41.882656,43.147625,,1.264969,,,,,
11,2, glass/0057.wav,64.399375,65.461344,,1.061969,,,,,
17,2, glass/0008.wav,95.745063,96.716031,,0.970968,,,,,
19,2, glass/0047.wav,107.688969,109.898938,,2.209969,,,,,
20,2, glass/0014.wav,114.407094,119.857062,,5.449968,,,,,
24,2, glass/0056.wav,137.668094,138.322062,,0.653968,,,,,
28,2, glass/0034.wav,156.750406,158.670375,,1.919969,,,,,
30,2, glass/0032.wav,168.800469,169.737437,,0.936968,,,,,
31,2, glass/0043.wav,175.117156,176.512125,,1.394969,,,,,
32,2, glass/0056.wav,179.833562,180.487531,,0.653969,,,,,
2,2, glass/0009.wav,9.61425,10.668219,,1.053969,,,,,
4,2, glass/0008.wav,21.694281,22.66525,,0.970969,,,,,
6,2, glass/0057.wav,32.79875,33.860719,,1.061969,,,,,
7,2, glass/0010.wav,39.372531,41.3195,,1.946969,,,,,
8,2, glass/0041.wav,46.213781,48.62375,,2.409969,,,,,
19,2, glass/0056.wav,112.55025,113.204219,,0.653969,,,,,
21,2, glass/0018.wav,120.888,121.877969,,0.989969,,,,,
30,2, glass/0018.wav,170.883469,171.873437,,0.989968,,,,,
4,2, glass/0014.wav,19.370875,24.820844,,5.449969,,,,,
6,2, glass/0006.wav,34.75025,35.560219,,0.809969,,,,,
9,2, glass/0003.wav,58.283687,60.263656,,1.979969,,,,,
10,2, glass/0014.wav,65.419031,70.869,,5.449969,,,,,
11,2, glass/0012.wav,75.891281,77.03125,,1.139969,,,,,
15,2, glass/0057.wav,94.553562,95.615531,,1.061969,,,,,
16,2, glass/0024.wav,99.111594,101.189562,,2.077968,,,,,
18,2, glass/0050.wav,111.974,113.367969,,1.393969,,,,,
19,2, glass/0058.wav,117.555281,121.23525,,3.679969,,,,,
22,2, glass/0039.wav,135.702531,137.4625,,1.759969,,,,,
23,2, glass/0008.wav,140.840594,141.811563,,0.970969,,,,,
25,2, glass/0063.wav,152.042844,153.714812,,1.671968,,,,,
27,2, glass/0026.wav,162.706781,163.89175,,1.184969,,,,,
29,2, glass/0052.wav,171.498969,172.388937,,0.889968,,,,,
30,2, glass/0056.wav,176.410406,177.064375,,0.653969,,,,,
6,2, glass/0054.wav,32.640656,33.905625,,1.264969,,,,,
12,2, glass/0010.wav,68.303687,70.250656,,1.946969,,,,,
14,2, glass/0047.wav,78.641031,80.851,,2.209969,,,,,
19,2, glass/0024.wav,111.178813,113.256781,,2.077968,,,,,
24,2, glass/0050.wav,142.811281,144.20525,,1.393969,,,,,
28,2, glass/0019.wav,164.255188,165.435156,,1.179968,,,,,
1,2, glass/0033.wav,4.734125,5.717094,,0.982969,,,,,
4,2, glass/0018.wav,21.232937,22.222906,,0.989969,,,,,
10,2, glass/0029.wav,52.942937,53.884906,,0.941969,,,,,
14,2, glass/0047.wav,75.701844,77.911812,,2.209968,,,,,
16,2, glass/0048.wav,88.479781,90.07275,,1.592969,,,,,
20,2, glass/0012.wav,110.049312,111.189281,,1.139969,,,,,
22,2, glass/0018.wav,121.493875,122.483844,,0.989969,,,,,
24,2, glass/0026.wav,131.416906,132.601875,,1.184969,,,,,
28,2, glass/0041.wav,149.825594,152.235562,,2.409968,,,,,
29,2, glass/0059.wav,157.577313,162.657281,,5.079968,,,,,
31,2, glass/0030.wav,172.957437,173.774406,,0.816969,,,,,
32,2, glass/0025.wav,178.833094,181.165063,,2.331969,,,,,
7,2, glass/0047.wav,37.038781,39.24875,,2.209969,,,,,
8,2, glass/0002.wav,44.366344,45.311312,,0.944968,,,,,
11,2, glass/0039.wav,60.419688,62.179656,,1.759968,,,,,
14,2, glass/0054.wav,76.473438,77.738406,,1.264968,,,,,
16,2, glass/0026.wav,87.608437,88.793406,,1.184969,,,,,
25,2, glass/0004.wav,133.086156,134.086125,,0.999969,,,,,
26,2, glass/0055.wav,137.479437,138.298406,,0.818969,,,,,
28,2, glass/0024.wav,147.670312,149.748281,,2.077969,,,,,
2,2, glass/0004.wav,8.652406,9.652375,,0.999969,,,,,
5,2, glass/0047.wav,25.662781,27.87275,,2.209969,,,,,
12,2, glass/0011.wav,74.456,75.208969,,0.752969,,,,,
15,2, glass/0031.wav,90.574812,91.228781,,0.653969,,,,,
16,2, glass/0009.wav,95.648687,96.702656,,1.053969,,,,,
21,2, glass/0034.wav,124.143781,126.06375,,1.919969,,,,,
22,2, glass/0061.wav,130.776875,131.634844,,0.857969,,,,,
24,2, glass/0043.wav,141.106375,142.501344,,1.394969,,,,,
26,2, glass/0025.wav,152.461469,154.793438,,2.331969,,,,,
1,2, glass/0061.wav,3.536375,4.394344,,0.857969,,,,,
7,2, glass/0013.wav,35.942219,36.902187,,0.959968,,,,,
11,2, glass/0034.wav,57.745688,59.665656,,1.919968,,,,,
17,2, glass/0033.wav,89.580844,90.563812,,0.982968,,,,,
18,2, glass/0027.wav,94.708625,95.768594,,1.059969,,,,,
21,2, glass/0018.wav,113.298375,114.288344,,0.989969,,,,,
29,2, glass/0043.wav,155.364281,156.75925,,1.394969,,,,,
32,2, glass/0006.wav,172.491156,173.301125,,0.809969,,,,,
33,2, glass/0010.wav,178.71925,180.666219,,1.946969,,,,,
1,2, glass/0057.wav,5.198563,6.260531,,1.061968,,,,,
2,2, glass/0063.wav,9.912094,11.584062,,1.671968,,,,,
4,2, glass/0054.wav,27.507469,28.772437,,1.264968,,,,,
10,2, glass/0030.wav,60.094281,60.91125,,0.816969,,,,,
12,2, glass/0028.wav,69.716562,70.696531,,0.979969,,,,,
15,2, glass/0031.wav,83.902906,84.556875,,0.653969,,,,,
16,2, glass/0039.wav,88.580438,90.340406,,1.759968,,,,,
19,2, glass/0024.wav,106.637062,108.715031,,2.077969,,,,,
22,2, glass/0010.wav,124.254094,126.201063,,1.946969,,,,,
24,2, glass/0028.wav,135.679625,136.659594,,0.979969,,,,,
25,2, glass/0009.wav,140.230469,141.284437,,1.053968,,,,,
30,2, glass/0059.wav,166.811156,171.891125,,5.079969,,,,,
31,2, glass/0050.wav,176.731313,178.125281,,1.393968,,,,,
1,2, glass/0026.wav,4.0555,5.240469,,1.184969,,,,,
2,2, glass/0041.wav,8.673469,11.083438,,2.409969,,,,,
7,2, glass/0033.wav,40.723562,41.706531,,0.982969,,,,,
8,2, glass/0052.wav,45.790687,46.680656,,0.889969,,,,,
10,2, glass/0018.wav,60.937469,61.927438,,0.989969,,,,,
12,2, glass/0055.wav,71.033031,71.852,,0.818969,,,,,
13,2, glass/0039.wav,77.51425,79.274219,,1.759969,,,,,
15,2, glass/0058.wav,87.182375,90.862344,,3.679969,,,,,
18,2, glass/0019.wav,104.746594,105.926563,,1.179969,,,,,
19,2, glass/0053.wav,110.139938,111.133906,,0.993968,,,,,
21,2, glass/0019.wav,122.710688,123.890656,,1.179968,,,,,
23,2, glass/0038.wav,134.286656,135.551625,,1.264969,,,,,
1,2, glass/0007.wav,4.263406,5.418375,,1.154969,,,,,
6,2, glass/0005.wav,30.7975,31.577469,,0.779969,,,,,
8,2, glass/0063.wav,41.015375,42.687344,,1.671969,,,,,
9,2, glass/0024.wav,48.386625,50.464594,,2.077969,,,,,
12,2, glass/0032.wav,63.233094,64.170063,,0.936969,,,,,
16,2, glass/0010.wav,85.515719,87.462688,,1.946969,,,,,
17,2, glass/0061.wav,91.164594,92.022563,,0.857969,,,,,
20,2, glass/0034.wav,107.180813,109.100781,,1.919968,,,,,
24,2, glass/0029.wav,133.705531,134.6475,,0.941969,,,,,
25,2, glass/0030.wav,138.34175,139.158719,,0.816969,,,,,
26,2, glass/0052.wav,142.912219,143.802188,,0.889969,,,,,
28,2, glass/0033.wav,154.483375,155.466344,,0.982969,,,,,
31,2, glass/0024.wav,170.459781,172.53775,,2.077969,,,,,
2,2, glass/0011.wav,10.228219,10.981188,,0.752969,,,,,
4,2, glass/0013.wav,19.421531,20.3815,,0.959969,,,,,
7,2, glass/0027.wav,32.770906,33.830875,,1.059969,,,,,
8,2, glass/0055.wav,38.059969,38.878937,,0.818968,,,,,
12,2, glass/0011.wav,60.532594,61.285562,,0.752968,,,,,
13,2, glass/0041.wav,66.15375,68.563719,,2.409969,,,,,
14,2, glass/0026.wav,72.630281,73.81525,,1.184969,,,,,
15,2, glass/0040.wav,77.306813,78.981781,,1.674968,,,,,
20,2, glass/0024.wav,104.424594,106.502562,,2.077968,,,,,
21,2, glass/0026.wav,109.853,111.037969,,1.184969,,,,,
22,2, glass/0054.wav,116.4675,117.732469,,1.264969,,,,,
24,2, glass/0005.wav,127.591188,128.371156,,0.779968,,,,,
25,2, glass/0030.wav,131.674,132.490969,,0.816969,,,,,
28,2, glass/0019.wav,150.276219,151.456187,,1.179968,,,,,
31,2, glass/0057.wav,166.756313,167.818281,,1.061968,,,,,
32,2, glass/0028.wav,172.759062,173.739031,,0.979969,,,,,
3,2, glass/0055.wav,13.889781,14.70875,,0.818969,,,,,
9,2, glass/0005.wav,48.642812,49.422781,,0.779969,,,,,
15,2, glass/0050.wav,81.189562,82.583531,,1.393969,,,,,
16,2, glass/0018.wav,86.939,87.928969,,0.989969,,,,,
19,2, glass/0050.wav,102.068219,103.462187,,1.393968,,,,,
21,2, glass/0020.wav,112.940844,113.518812,,0.577968,,,,,
22,2, glass/0025.wav,118.175656,120.507625,,2.331969,,,,,
23,2, glass/0007.wav,124.445406,125.600375,,1.154969,,,,,
28,2, glass/0054.wav,152.0575,153.322469,,1.264969,,,,,
30,2, glass/0043.wav,162.145844,163.540812,,1.394968,,,,,
7,2, glass/0063.wav,32.828187,34.500156,,1.671969,,,,,
8,2, glass/0040.wav,38.330438,40.005406,,1.674968,,,,,
11,2, glass/0002.wav,54.504344,55.449312,,0.944968,,,,,
12,2, glass/0005.wav,59.8245,60.604469,,0.779969,,,,,
15,2, glass/0057.wav,74.025875,75.087844,,1.061969,,,,,
19,2, glass/0034.wav,94.130687,96.050656,,1.919969,,,,,
21,2, glass/0010.wav,106.274125,108.221094,,1.946969,,,,,
22,2, glass/0019.wav,113.281,114.460969,,1.179969,,,,,
29,2, glass/0018.wav,149.607687,150.597656,,0.989969,,,,,
33,2, glass/0031.wav,170.07025,170.724219,,0.653969,,,,,
1,2, glass/0047.wav,5.057688,7.267656,,2.209968,,,,,
4,2, glass/0005.wav,21.951563,22.731531,,0.779968,,,,,
10,2, glass/0043.wav,57.342469,58.737437,,1.394968,,,,,
12,2, glass/0003.wav,68.927688,70.907656,,1.979968,,,,,
16,2, glass/0027.wav,91.930406,92.990375,,1.059969,,,,,
21,2, glass/0030.wav,118.192437,119.009406,,0.816969,,,,,
26,2, glass/0031.wav,147.711125,148.365094,,0.653969,,,,,
29,2, glass/0063.wav,164.008781,165.68075,,1.671969,,,,,
30,2, glass/0028.wav,169.373344,170.353312,,0.979968,,,,,
32,2, glass/0002.wav,179.653312,180.598281,,0.944969,,,,,
3,2, glass/0055.wav,13.55675,14.375719,,0.818969,,,,,
6,2, glass/0006.wav,29.421187,30.231156,,0.809969,,,,,
9,2, glass/0011.wav,45.394469,46.147438,,0.752969,,,,,
15,2, glass/0040.wav,77.860406,79.535375,,1.674969,,,,,
20,2, glass/0020.wav,104.066719,104.644688,,0.577969,,,,,
28,2, glass/0049.wav,143.48675,144.993719,,1.506969,,,,,
29,2, glass/0048.wav,149.286656,150.879625,,1.592969,,,,,
31,2, glass/0008.wav,160.355656,161.326625,,0.970969,,,,,
32,2, glass/0048.wav,166.803094,168.396062,,1.592968,,,,,
34,2, glass/0038.wav,177.982406,179.247375,,1.264969,,,,,
7,2, glass/0063.wav,38.214031,39.886,,1.671969,,,,,
8,2, glass/0039.wav,43.738312,45.498281,,1.759969,,,,,
17,2, glass/0020.wav,92.898406,93.476375,,0.577969,,,,,
19,2, glass/0003.wav,102.751312,104.731281,,1.979969,,,,,
21,2, glass/0033.wav,114.846906,115.829875,,0.982969,,,,,
25,2, glass/0007.wav,134.315812,135.470781,,1.154969,,,,,
26,2, glass/0002.wav,139.852969,140.797937,,0.944968,,,,,
32,2, glass/0063.wav,173.928313,175.600281,,1.671968,,,,,
3,2, glass/0031.wav,14.27425,14.928219,,0.653969,,,,,
7,2, glass/0019.wav,35.479813,36.659781,,1.179968,,,,,
9,2, glass/0018.wav,46.904375,47.894344,,0.989969,,,,,
10,2, glass/0061.wav,51.465281,52.32325,,0.857969,,,,,
16,2, glass/0058.wav,86.826344,90.506313,,3.679969,,,,,
17,2, glass/0014.wav,93.973906,99.423875,,5.449969,,,,,
29,2, glass/0014.wav,161.024406,166.474375,,5.449969,,,,,
6,2, glass/0058.wav,31.461188,35.141156,,3.679968,,,,,
9,2, glass/0019.wav,49.650188,50.830156,,1.179968,,,,,
10,2, glass/0033.wav,55.606281,56.58925,,0.982969,,,,,
13,2, glass/0050.wav,72.248437,73.642406,,1.393969,,,,,
15,2, glass/0061.wav,81.90425,82.762219,,0.857969,,,,,
20,2, glass/0041.wav,109.890906,112.300875,,2.409969,,,,,
21,2, glass/0012.wav,117.251031,118.391,,1.139969,,,,,
28,2, glass/0024.wav,154.778531,156.8565,,2.077969,,,,,
30,2, glass/0019.wav,166.915219,168.095188,,1.179969,,,,,
31,2, glass/0013.wav,171.588781,172.54875,,0.959969,,,,,
32,2, glass/0012.wav,176.409531,177.5495,,1.139969,,,,,
2,2, glass/0043.wav,8.407656,9.802625,,1.394969,,,,,
3,2, glass/0043.wav,14.420469,15.815437,,1.394968,,,,,
4,2, glass/0033.wav,20.931719,21.914687,,0.982968,,,,,
7,2, glass/0008.wav,38.422375,39.393344,,0.970969,,,,,
8,2, glass/0007.wav,43.5195,44.674469,,1.154969,,,,,
10,2, glass/0039.wav,60.836469,62.596438,,1.759969,,,,,
17,2, glass/0039.wav,99.089594,100.849563,,1.759969,,,,,
24,2, glass/0034.wav,138.305187,140.225156,,1.919969,,,,,
26,2, glass/0059.wav,149.111344,154.191313,,5.079969,,,,,
29,2, glass/0030.wav,167.715656,168.532625,,0.816969,,,,,
4,2, glass/0053.wav,25.21475,26.208719,,0.993969,,,,,
5,2, glass/0018.wav,30.221531,31.2115,,0.989969,,,,,
12,2, glass/0007.wav,64.455719,65.610687,,1.154968,,,,,
15,2, glass/0007.wav,79.326094,80.481062,,1.154968,,,,,
18,2, glass/0040.wav,96.005188,97.680156,,1.674968,,,,,
23,2, glass/0002.wav,121.093406,122.038375,,0.944969,,,,,
24,2, glass/0047.wav,126.857812,129.067781,,2.209969,,,,,
26,2, glass/0040.wav,140.31475,141.989719,,1.674969,,,,,
27,2, glass/0047.wav,146.645125,148.855094,,2.209969,,,,,
28,2, glass/0047.wav,152.873437,155.083406,,2.209969,,,,,
29,2, glass/0061.wav,160.627094,161.485062,,0.857968,,,,,
30,2, glass/0031.wav,165.590937,166.244906,,0.653969,,,,,
1,2, glass/0053.wav,5.204281,6.19825,,0.993969,,,,,
8,2, glass/0018.wav,41.668312,42.658281,,0.989969,,,,,
13,2, glass/0034.wav,68.697531,70.6175,,1.919969,,,,,
16,2, glass/0011.wav,86.812438,87.565406,,0.752968,,,,,
18,2, glass/0018.wav,97.750719,98.740688,,0.989969,,,,,
19,2, glass/0005.wav,104.256719,105.036687,,0.779968,,,,,
21,2, glass/0029.wav,114.722875,115.664844,,0.941969,,,,,
26,2, glass/0038.wav,141.915031,143.18,,1.264969,,,,,
28,2, glass/0026.wav,152.546,153.730969,,1.184969,,,,,
30,2, glass/0006.wav,167.369,168.178969,,0.809969,,,,,
5,2, glass/0029.wav,24.403719,25.345688,,0.941969,,,,,
6,2, glass/0025.wav,30.241656,32.573625,,2.331969,,,,,
8,2, glass/0054.wav,40.625156,41.890125,,1.264969,,,,,
10,2, glass/0038.wav,51.225,52.489969,,1.264969,,,,,
12,2, glass/0029.wav,63.166063,64.108031,,0.941968,,,,,
13,2, glass/0027.wav,69.553938,70.613906,,1.059968,,,,,
16,2, glass/0010.wav,85.431875,87.378844,,1.946969,,,,,
18,2, glass/0006.wav,97.472094,98.282062,,0.809968,,,,,
20,2, glass/0030.wav,107.285406,108.102375,,0.816969,,,,,
22,2, glass/0018.wav,117.727531,118.7175,,0.989969,,,,,
25,2, glass/0049.wav,133.331656,134.838625,,1.506969,,,,,
27,2, glass/0031.wav,144.231969,144.885938,,0.653969,,,,,
29,2, glass/0038.wav,154.576125,155.841094,,1.264969,,,,,
31,2, glass/0048.wav,165.795375,167.388344,,1.592969,,,,,
32,2, glass/0007.wav,172.55275,173.707719,,1.154969,,,,,
1,2, glass/0032.wav,4.514188,5.451156,,0.936968,,,,,
2,2, glass/0032.wav,9.203281,10.14025,,0.936969,,,,,
3,2, glass/0040.wav,14.292344,15.967313,,1.674969,,,,,
5,2, glass/0055.wav,22.985375,23.804344,,0.818969,,,,,
11,2, glass/0025.wav,53.447688,55.779656,,2.331968,,,,,
19,2, glass/0003.wav,96.953937,98.933906,,1.979969,,,,,
22,2, glass/0031.wav,113.884687,114.538656,,0.653969,,,,,
26,2, glass/0010.wav,134.642344,136.589313,,1.946969,,,,,
27,2, glass/0047.wav,139.970656,142.180625,,2.209969,,,,,
29,2, glass/0057.wav,153.781656,154.843625,,1.061969,,,,,
1,2, glass/0055.wav,5.494844,6.313813,,0.818969,,,,,
4,2, glass/0053.wav,18.892688,19.886656,,0.993968,,,,,
7,2, glass/0038.wav,37.570937,38.835906,,1.264969,,,,,
8,2, glass/0011.wav,44.12725,44.880219,,0.752969,,,,,
11,2, glass/0061.wav,56.987313,57.845281,,0.857968,,,,,
16,2, glass/0047.wav,83.399375,85.609344,,2.209969,,,,,
17,2, glass/0050.wav,90.362219,91.756187,,1.393968,,,,,
18,2, glass/0012.wav,95.05825,96.198219,,1.139969,,,,,
19,2, glass/0019.wav,100.670906,101.850875,,1.179969,,,,,
26,2, glass/0027.wav,139.197313,140.257281,,1.059968,,,,,
27,2, glass/0011.wav,143.997562,144.750531,,0.752969,,,,,
30,2, glass/0007.wav,157.464937,158.619906,,1.154969,,,,,
31,2, glass/0058.wav,162.547719,166.227688,,3.679969,,,,,
32,2, glass/0038.wav,171.154125,172.419094,,1.264969,,,,,
2,2, glass/0027.wav,10.961063,12.021031,,1.059968,,,,,
4,2, glass/0027.wav,21.112344,22.172313,,1.059969,,,,,
8,2, glass/0008.wav,42.324844,43.295812,,0.970968,,,,,
13,2, glass/0043.wav,65.709844,67.104812,,1.394968,,,,,
19,2, glass/0058.wav,97.577531,101.2575,,3.679969,,,,,
23,2, glass/0056.wav,123.666844,124.320813,,0.653969,,,,,
33,2, glass/0059.wav,174.954312,180.034281,,5.079969,,,,,
3,2, glass/0048.wav,14.02575,15.618719,,1.592969,,,,,
6,2, glass/0028.wav,29.305719,30.285688,,0.979969,,,,,
10,2, glass/0014.wav,46.297969,51.747937,,5.449968,,,,,
